English,Japanese
nonchalance,無関心
nonchalant,無関心な
nonchalantly,いい加減に
noncode,非コード
noncommittal,曖昧な
noncompliance,違反
nonconformist,従わない
nondescript,目立たない
nondisjunction,不分離
none,なし
nonentity,非実在
nonequilibrium,非平衡
nonessential,非必須
nonesuch,稀少
nonetheless,それにもかかわらず
nonexchange,所外取引
nonexistent,存在しない
nonfat,脂肪のない
nonfatal,致命的でない
nonfinancial,非金融
nonfunctional,機能しない
nongovernmental,非政府
nonhuman,ヒト以外の 
noninvasive,非侵襲的
nonlinear,非線形の
nonlinearity,非線形性
nonpartisan,党派に属さない
nonprofit,非営利の
nonproliferation,核不拡散
nonsensical,ばかげた
nonsmoker,非喫煙者
nonspecific,非特異性の
nonstandard,規格外の
nonsubscriber,非加入者
nonsynonymous,非同義
nontypeable,分類不可能な
nonverbal,非言語的な
nonviolence,非暴力主義
nonviolent,非暴力の
nonwhite,非白人
noon,正午
noone,誰も
noontime,真昼
nope,いいえ
nor,も～ない
norm,標準
normal,通常の
normality,正常
normalization,正規化
normalize,正規化する
normalized,正規化された
normally,通常は
normative,規範的な
Norse,ノルウェー人の
north,北
northeast,北東
northeastern,北東部の
northerly,北風
northern,北方
northerner,北部地方の人
northernmost,最北
northward,北へ
northwest,北西
northwestern,北西部の
Norwegian,ノルウェーの
nose,鼻
nosebleed,鼻血
nosed,鼻
nosedive,急降下
nosh,食べる
nosocomial,院内
nostalgia,郷愁
nostril,鼻孔
nosy,おせっかいな
not,しない
notable,注目に値する
notably,特に
notary,公証人
notation,表記法
note,注意
noted,注目
notepad,メモ帳
noteworthy,注目に値する
nother,何もない
nothing,何も～ない
notice,お知らせ
noticeable,目立つ
noticeably,顕著
notification,通知
notify,通知する
notion,概念
notional,概念的な
notochord,脊索
notoriety,悪評
notorious,悪名高い　
notoriously,悪名高い　
notwithstanding,にもかかわらず
nought,無価値
noun,名詞
nourish,育てる
nourishment,栄養
Nov,11月
nova,新星
novation,更改
novel,小説
novelist,小説家
novella,短編小説
November,11月
novice,初心者
now,今
nowaday,現今の
nowhere,どこにも
NOx,窒素酸化物
noxious,有害な
nuanced,微妙
nub,結節
nubile,魅力的な
nuclear,核の
nucleation,核生成
nucleic,核酸
nucleolar,仁の
nucleolus,核小体
nucleon,核子(かくし)
nucleophile,求核試薬
nucleoplasmin,核質
nucleus,細胞核
nudge,少しずつ動かす
nudged,つつかれた
nudity,裸体
nuisance,迷惑
nuke,核兵器
nullification,無効化
nullify,無効にする
numb,無感覚
number,数
numbing,麻痺
numbness,痺れ
numeracy,算数
numeral,数字
numerator,分子
numeric,数値の
numerical,数の
numerically,数値
numerous,多数の
nun,修道女
nunnery,女子修道院
nurse,看護師
nursery,保育園
nursing,看護
nurture,育てる
Nusselt,ヌセルト数
nutcracker,くるみ割り人形
nutrient,栄養素
nutrition,栄養
nutritional,栄養の
nutritionist,栄養士
nutritious,栄養価が高い　
nutshell,ナッツの殻
nutter,変わり者
nuzzle,鼻をこすりつける
NYC,ニューヨーク市 
NYPD,ニューヨーク市警察
NYSE,ニューヨーク証券取引所
oaf,のろま
Oahu,オアフ島
oat,からす麦
oath,宣誓
obedience,服従
obedient,従順な
obeisance,敬意
obese,肥満した
obesity,肥満
obey,従う
obeyed,従った
obfuscate,当惑させる
obit,死亡記事
obituary,死亡記事
objection,異議
objectionable,不愉快な
objective,目的
objectively,客観的に
objectivism,客観論 
objectivity,客観性
objector,反対者
obligate,義務付ける
obligation,義務
obligatory,義務的
oblige,義務付ける
oblique,斜めの
obliquely,斜めに
obliterate,消し去る
oblivion,忘却
oblivious,記憶してない
oblong,横長
obnoxious,不愉快な
obscene,わいせつな
obscenity,わいせつ
obscure,曖昧な
obscurity,無名
obsequious,こびへつらう
observable,観察できる
observance,遵守
observant,観察力の鋭い
observation,観測
observational,観測の
observatory,展望台
observe,観察する
observed,観測された
observer,観察者
obsess,取りつく
obsessed,夢中 
obsession,強迫観念
obsessive,強迫的な
obsessively,しきりに
obsidian,黒曜石
obsolescence,陳腐化
obsolescent,廃れかかった
obsolete,廃止された
obstacle,障害物
obstetric,産科の
obstetrician,産科医
obstetrics,産科
obstinacy,頑固
obstinate,頑固な
obstruct,妨害する
obstruction,閉塞
obstructive,閉塞性の
obtain,入手する
obtainable,得られる
obtaining,入手
obtrusive,押し付けがましい　
obtuse,鈍い　
obviate,未然に防ぐ
obvious,明らかな
obviously,明らかに
occasion,時
occasional,時折の
occasionally,たまに
occasioned,引き起こさ
occidental,西洋の
occlude,塞ぐ
occlusion,閉塞
occultation,掩蔽
occupancy,占有
occupant,占有者
occupation,職業
occupational,職業の
occupied,占領下
occupier,居住者
occupy,占める
occur,発生する
occured,発生した
occurrence,発生
ocean,海洋
Oceanic,大洋の
oceanography,海洋学
och,おお
ocher,黄土色
ochre,黄土色
Oct,10月
octagon,八角形
octagonal,八角形の
October,10月
octogenarian,80代
ocular,接眼レンズ
odd,奇数
oddball,変わり者
oddest,奇妙
oddity,変人
oddly,妙に
ode,頌歌
Oder,オーデル川
odious,いやらしい　
odor,臭気
odorant,付臭剤
odour,臭気
oeuvre,全作品
of,の
offal,臓物
offence,犯罪
offend,怒らせる
offended,気分を害した
offender,犯人
offense,犯罪
offensive,攻撃
offensively,攻撃的
offering,募集
offhand,ぶっきらぼうな
offhandedly,ぶっきらぼうに
officeholder,公務員
officer,役員
official,公式
officially,正式に
officiate,職務を果たす
officious,おせっかいな
offing,沖
offscreen,画面外の
offshoot,分派
offspring,子孫
offstage,舞台裏
often,多くの場合
ogle,よく見る
ogre,鬼
Ohio,オハイオ州
oilman,石油業者
ointment,軟膏
okay,はい
Oklahoma,オクラホマ州
old,古い　
olden,昔の
older,年上の
oldest,最も古い　
olfaction,嗅覚
olfactory,嗅覚の
Oligarch,ロシアの新興財閥
oligarchy,寡頭政治
oligopoly,寡占
Olympian,オリンピック選手
Olympics,五輪
omen,前兆
OMG,ああ、神様
ominous,不吉な
ominously,不吉に
omission,省略
omit,省略する
omnipotence,全能
omnipotent,全能の
omnipresent,遍在する
omniscience,全知
omniscient,全知の
omnivorous,雑食性の
onboard,機内で
once,一度
oncogene,癌遺伝子
oncologist,癌専門医
oncology,腫瘍学
one,1
onerous,厄介な
ones,もの
oneself,自分
onetime,一度
ongoing,継続
onlooker,傍観者
only,のみ
onomatopoeia,擬音語
onscreen,画面上の
onset,開始
onslaught,猛攻
onstage,ステージ上の 
onto,上へ
ontological,存在論の
onus,責任
oocyte,卵母細胞
oodles,どっさり
ooh,オーッ！
oomph,活力
oops,おっと！
ooze,軟泥
opacity,不透明度
opaque,不透明な
opened,開いた
openly,公然と
openness,開放性
operable,実施可能の
operate,動作する
operatic,オペラの
operating,動作する
operation,操作
operative,手術
operculum,蓋
ophthalmic,眼の
ophthalmologist,眼科医
opiate,アヘン剤
opined,意見を述べた
opinion,意見
opinionated,意固地な
opponent,対戦相手
opportune,時宜を得た
opportunism,ご都合主義
opportunist,日和見主義者
opportunistic,日和見主義の
oppose,反対する
opposite,反対
opposition,野党
oppress,虐げる
oppressed,虐げられた
oppression,弾圧
oppressive,重苦しい　
oppressor,迫害者
opprobrium,不名誉
optics,光学
optimal,最適な
optimally,最適に
optimism,楽観
optimist,楽観主義者
optimistic,楽観的
optimization,最適化
optimize,最適化する
optimized,最適化された
optimum,最適
opulence,富裕
opulent,華麗な
opus,作品
or,または
oracular,神託の
oral,経口
orally,経口で
oration,演説
orator,雄弁家
oratory,雄弁
orbit,軌道
orbital,軌道
orbitofrontal,眼窩前頭
orchard,果樹園
orchestral,オーケストラの
orchestrate,調整する
orchestration,編成
orchid,蘭
ORD,シカゴｵヘア国際空港
ordain,命じる
ordeal,試練
ordering,発注
orderly,整然とした
ordinal,序数
ordinance,条例
ordinarily,通常
ordinary,一般
ordination,聖職授与式
ordnance,軍需品
ore,鉱石
Oregon,オレゴン州
organically,有機的に
organisation,組織
organise,整理する
organised,編成された
organism,生体
organist,オルガン奏者
organization,組織
organizational,組織的な
organizationwide,組織全体
organize,整理する
organized,編成
organizing,整理
organochlorine,有機塩素系殺虫剤
orgiastic,飲めや歌えの
orgy,乱交パーティー
origin,原点
original,元の
originally,もともと
originate,始まる
originator,創始者
ornamental,装飾用の
ornamentation,装飾
ornamented,装飾
ornate,凝った
ornery,貧弱な
ornithologist,鳥類学者
orphan,孤児
orphanage,孤児院
orthodontic,歯列矯正の
orthodontics,歯列矯正
orthodontist,歯科矯正医
orthodoxy,正統性
orthogonal,直交する
orthography,正書法
orthopedic,整形外科の
orthopedist,整形外科医
Osaka,大阪
oscillate,振動する
oscillation,発振
oscillator,発振器
oscillatory,振動する
osmosis,浸透
osmotic,浸透性の
ossification,骨化
ossified,硬直した
ostensible,表向きの
ostensibly,表向き
ostentation,見せびらかし
ostentatious,派手な
osteoarthritis,変形性関節症
osteoblast,骨芽細胞
osteoclast,破骨細胞
osteoclastogenesis,破骨細胞形成
osteopathic,整骨療法の
osteoporosis,骨粗しょう症
ostracism,村八分
ostracized,仲間外れ
other,その他
others,他人
otherwise,そうでなければ
otherworldly,別世界の
otitis,耳炎
ouch,痛い！
ought,～すべき
our,私たちの
ours,私たちのもの
ourself,私たち自身
ourselves,われわれ自身
oust,失脚させる
ouster,追放
outage,機能停止
outbid,高値
outbred,異系交配の
outbuilding,別棟
outburst,爆発
outcast,見捨てられた
outcome,結果
outcrop,露頭
outcross,異系交配
outcry,悲鳴
outdated,時代遅れの
outdo,しのぐ
outerwear,上着
outfield,外野
outfielder,外野手
outfit,洋服
outfitted,装備
outfitter,紳士服店
outflow,流出
outgoing,出ていく
outgrow,脱却する
outgrowth,副産物
outhouse,離れ家
outing,外出
outlandish,異様な
outlast,より長もち​​する
outlay,支出
outlier,外れ値
outlive,長生きする
outlived,長生き
outlook,見通し
outlying,範囲外の
outmaneuver,謀略で勝つ
outmoded,時代遅れの
outnumber,数で勝る
outpace,しのぐ
outpatient,外来患者
outperform,しのぐ
outpost,前哨
outpour,流出させる
outpouring,ほとばしり
output,出力
outrage,激怒
outraged,怒った
outrageous,とんでもない
outrageously,乱暴に
outrank,上回って
outre,常軌を逸した
outright,あからさまな
outrun,追い越す
outset,初め
outshine,に光り勝つ
outside,外
outsize,特大
outsized,特大の
outskirts,近郊
outsmart,裏をかく
outsourced,外部委託
outspoken,率直な
outstanding,傑出した
outstretched,広げた
outstrip,追い越す
outta,外に
outward,外側へ
outwardly,外側に
outweigh,上回る
outwit,裏をかく
ova,卵子
ovarian,卵巣の
ovary,卵巣
over,以上
overact,大げさに演じる
overall,全体的な
overblown,盛りを過ぎた
overboard,船外に
overcapacity,過剰生産能力
overcast,どんよりした
overcharge,過充電
overcome,克服する
overcrowded,超満員
overcrowding,超過密
overdiagnosis,過剰診断
overdo,やり過ぎる
overdominance,超優性
overdose,過剰摂取
overdue,期限を過ぎた
overeat,食べ過ぎる
overemphasize,過度に重視する
overestimate,過大評価
overestimated,過大評価
overestimation,過大評価
overexpress,過剰発現
overexpressed,過剰発現
overexpression,過剰発現
overgrown,草に覆われた
overhear,小耳に挟む
overheard,立ち聞き
overheat,過熱
overjoyed,大喜びの
overkill,やり過ぎ
overland,陸路で
overlook,見過ごす
overlord,大君主
overly,過度に
overnight,一晩
overpass,陸橋
overpay,余分に払う
overpayment,払い過ぎ
overplay,過大評価する
overpopulation,人口過剰
overpower,圧倒する
overproduction,過剰生産
overrate,高く評価し過ぎる
overrated,過大評価された
overreact,過剰反応する
overreaction,過剰反応
override,覆す
overrule,却下する
oversea,海外
oversee,監督する
overseer,監督
oversell,誇大
overshadow,曇らせる
oversight,監督
oversimplify,単純化し過ぎる
oversized,特大の
overstate,大げさに言う
overstatement,誇張
overstep,踏み越え
oversupply,供給過剰
overt,あからさまな
overtake,追い越す
overtax,悪税
overthrow,打倒
overtime,時間とともに
overtly,あからさまに
overtone,倍音
overtones,倍音
overture,序曲
overturn,覆す
overuse,酷使
overvalue,過大評価
overview,概要
overweight,太り過ぎ
overwhelm,圧倒する
overwhelming,圧倒的な
overwhelmingly,圧倒的に
overwork,過労
overworked,過重労働の
overwrought,高ぶった
overzealous,熱心過ぎる
ovoid,卵形の
ovulate,排卵する
ovulation,排卵
ow,うわっ!
owe,負っている
owing,借金
own,自分の
owner,所有者
ownership,所有権
ox,雄牛
oxidant,酸化剤
oxidation,酸化
oxidative,酸化
oxide,酸化物
oxidize,酸化する
oxidized,酸化
oxygen,酸素
oxygenate,酸素を送り込む
oxygenation,酸素化
oxymoron,矛盾した表現
pAb,ポリクローナル抗体
pachyderm,厚皮動物
pacifier,おしゃぶり
pacifism,平和主義
pacifist,平和主義者
pacify,なだめる
packed,パックされた
pact,協定
padded,パッド入りの
paddy,水田
padlock,南京錠
padre,神父
paean,賛歌
pagan,異教徒
paganism,異教
pageantry,式典
pager,呼び出し
pagoda,仏塔
pain,痛み
pained,苦しそうな
painful,痛い　
painfully,ひどく
painkiller,鎮痛剤
painless,痛みのない
painstakingly,苦労して
paintbrush,絵筆
painted,描いた
painter,画家
painterly,絵画的な
paired,対を成す
Pakistani,パキスタンの
palace,宮殿
paladin,主唱者
palais,宮殿
palatable,おいしい　
palate,口蓋
palatial,宮殿の
palaver,無駄話
palazzo,宮殿
pale,淡い　
paleolithic,旧石器時代
paleontologist,古生物学者
paleontology,古生物学
Palestinian,パレスチナ人
palfrey,乗用馬
palindrome,回文
palisade,柵
palliative,一時しのぎ
pallid,青白い　
pallor,青白さ
palm,手のひら
palmar,手の平
